travel_id,travel_nm,traveler_id,travel_purpose,travel_start_ymd,travel_end_ymd,mvmn_nm,travel_persona,travel_mission,travel_mission_check
h_h006410,H01,h006410,22;26;4;5;7,2023-09-15,2023-09-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;26;4;5;7,26;2;7
h_h006416,H01,h006416,27;6;8,2023-09-15,2023-09-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",27;6;8,6;3;27
h_h006418,H01,h006418,6;22;22;26;24,2023-09-16,2023-09-17,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",6;22;22;26;24,6;22;26
h_h006431,H01,h006431,1;28,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;28,28;3;24
h_h006433,H01,h006433,22;4,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",22;4,3;22;26
h_h006434,H01,h006434,4,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",4,1;6;9
h_h006435,H01,h006435,2;22,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",2;22,2;22;21
h_h006436,H01,h006436,1;12;22;26;5,2023-09-23,2023-09-24,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;12;22;26;5,6;12;22
h_h006438,H01,h006438,22;24;26;27;4,2023-09-24,2023-09-25,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;24;26;27;4,21;22;24
h_h006439,H01,h006439,3;21;22;1,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",3;21;22;1,21;24;3
h_h006440,H01,h006440,2;4,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;4,2;1;24
h_h006443,H01,h006443,2;22;27;3;6,2023-09-19,2023-09-20,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;22;27;3;6,3;27;2
h_h006450,H01,h006450,2;24;4;6,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;24;4;6,1;4;24
h_h006455,H01,h006455,2;21;22;24;3,2023-09-22,2023-09-23,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;21;22;24;3,21;2;22
h_h006457,H01,h006457,1;6,2023-09-20,2023-09-21,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;6,6;3;22
h_h006458,H01,h006458,2;3;4;6;9;28;6,2023-09-18,2023-09-19,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",2;3;4;6;9;28;6,2;22;1
h_h006459,H01,h006459,2;3;4,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;3;4,2;3;21
h_h006460,H01,h006460,23;24;4,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",23;24;4,5;24;22
h_h006462,H01,h006462,1;22;23;26,2023-09-20,2023-09-21,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;23;26,22;26;1
h_h006464,H01,h006464,2;22;4,2023-09-19,2023-09-20,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;22;4,6;1;4
h_h006465,H01,h006465,12;3;6,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",12;3;6,1;3;12
h_h006467,H01,h006467,1;21;22;24,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21;22;24,5;21;22
h_h006468,H01,h006468,2;4,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;4,2;24;22
h_h006469,H01,h006469,6;22;21,2023-09-21,2023-09-22,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",6;22;21,6;22;21
h_h006470,H01,h006470,2;22;4;9,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;22;4;9,9;2;1
h_h006472,H01,h006472,6;11;6,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",6;11;6,11;6;3
h_h006473,H01,h006473,22;26;3,2023-09-15,2023-09-16,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",22;26;3,22;24;26
h_h006476,H01,h006476,2;22;4,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;22;4,2;22;11
h_h006477,H01,h006477,4;9,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",4;9,9;11;1
h_h006478,H01,h006478,2;6,2023-09-21,2023-09-22,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",2;6,6;4;1
h_h006480,H01,h006480,21;22;27;3,2023-09-15,2023-09-16,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",21;22;27;3,21;27;13
h_h006491,H01,h006491,13;22;4;6,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",13;22;4;6,22;13;4
h_h006493,H01,h006493,1;21,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21,21;28;27
h_h006494,H01,h006494,21;6,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",21;6,21;22;5
h_h006495,H01,h006495,1;10;2,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;10;2,1;10;21
h_h006496,H01,h006496,2;28,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",2;28,6;22;26
h_h006498,H01,h006498,4;22;27,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",4;22;27,22;24;27
h_h006499,H01,h006499,2;22;1,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;22;1,2;22;11
h_h006500,H01,h006500,1;2;22;26;5,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",1;2;22;26;5,2;22;26
h_h006502,H01,h006502,2;21;22;26;4,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;21;22;26;4,26;2;1
h_h006504,H01,h006504,5;4,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",5;4,5;22;26
h_h006506,H01,h006506,21;22;24;3;9,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",21;22;24;3;9,26;24;22
h_h006517,H01,h006517,6;22;24;26;1,2023-09-20,2023-09-21,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",6;22;24;26;1,24;22;2
h_h006519,H01,h006519,2;11;4,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;11;4,2;11;24
h_h006527,H01,h006527,10;2;21,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",10;2;21,10;21;24
h_h006528,H01,h006528,21;22;24;6,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;24;6,12;22;21
h_h006530,H01,h006530,2;4,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;4,2;11;6
h_h006533,H01,h006533,22;26;5,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3대 동반 여행/일반미션",22;26;5,26;5;22
h_h006534,H01,h006534,24;26;4;6;7,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",24;26;4;6;7,21;22;24
h_h006536,H01,h006536,1;22;24;27,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;24;27,10;24;22
h_h006539,H01,h006539,22;24;26;3,2023-09-18,2023-09-19,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;24;26;3,22;24;26
h_h006540,H01,h006540,1;22,2023-09-15,2023-09-16,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",1;22,1;22;24
h_h006542,H01,h006542,1;21;27;28;5,2023-09-19,2023-09-20,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;21;27;28;5,28;5;21
h_h006543,H01,h006543,21;24;4;5,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",21;24;4;5,5;21;24
h_h006545,H01,h006545,2;4,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;4,2;11;22
h_h006549,H01,h006549,4;22;1,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",4;22;1,4;1;22
h_h006551,H01,h006551,2;22;5,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;5,22;10;8
h_h006556,H01,h006556,1;22;25;6,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;22;25;6,21;22;25
h_h006558,H01,h006558,1;21;5,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;21;5,5;28;27
h_h006565,H01,h006565,2;3,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;3,1;3;22
h_h006567,H01,h006567,2;22;24;4,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;22;24;4,4;3;24
h_h006568,H01,h006568,2;4;9,2023-09-15,2023-09-16,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;4;9,9;1;22
h_h006569,H01,h006569,1;22;4,2023-09-22,2023-09-23,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;4,24;26;3
h_h006572,H01,h006572,28;6,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",28;6,1;28;24
h_h006573,H01,h006573,1;28;6;8,2023-09-20,2023-09-22,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;28;6;8,6;7;13
h_h006574,H01,h006574,4;21;22,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",4;21;22,21;1;22
h_h006575,H01,h006575,22;25;27;6;8,2023-09-19,2023-09-20,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",22;25;27;6;8,25;27;6
h_h006576,H01,h006576,3;1,2023-09-19,2023-09-20,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",3;1,21;24;3
h_h006578,H01,h006578,2;21,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;21,6;21;22
h_h006581,H01,h006581,2;28;3;4;6,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;28;3;4;6,2;22;12
h_h006585,H01,h006585,4;9,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",4;9,1;9;6
h_h006587,H01,h006587,2;22;23,2023-09-17,2023-09-19,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;22;23,23;22;1
h_h006589,H01,h006589,22;4,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",22;4,22;24;4
h_h006592,H01,h006592,2;22;24;26;4,2023-09-23,2023-09-24,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;22;24;26;4,2;22;24
h_h006594,H01,h006594,21;22;4;6,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",21;22;4;6,6;21;22
h_h006596,H01,h006596,10;21;22;5;6,2023-09-21,2023-09-22,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",10;21;22;5;6,10;21;23
h_h006597,H01,h006597,2;3;6,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",2;3;6,1;3;6
h_h006604,H01,h006604,1;10,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;10,10;4;1
h_h006607,H01,h006607,1;11;5;6,2023-09-23,2023-09-24,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;11;5;6,11;10;23
h_h006608,H01,h006608,1;11;28,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;11;28,11;22;28
h_h006612,H01,h006612,2;22;6,2023-09-20,2023-09-21,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",2;22;6,22;13;1
h_h006613,H01,h006613,1;28,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;28,1;28;24
h_h006617,H01,h006617,11;2;21;22;6,2023-09-18,2023-09-19,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3대 동반 여행/일반미션",11;2;21;22;6,2;22;21
h_h006620,H01,h006620,2;22;26,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;26,3;22;26
h_h006621,H01,h006621,22;25;6,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",22;25;6,25;22;26
h_h006624,H01,h006624,1;22;26,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;26,22;24;26
h_h006626,H01,h006626,10;2,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",10;2,10;24;3
h_h006629,H01,h006629,22;4;5,2023-09-15,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",22;4;5,22;23;5
h_h006630,H01,h006630,1;22;24;26;6,2023-09-19,2023-09-20,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;22;24;26;6,22;24;26
h_h006631,H01,h006631,4;22;25;1,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",4;22;25;1,25;1;26
h_h006632,H01,h006632,12;3;6,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",12;3;6,3;22;21
h_h006635,H01,h006635,4;5,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",4;5,5;21;27
h_h006636,H01,h006636,4;6,2023-09-18,2023-09-19,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",4;6,4;1;2
h_h006637,H01,h006637,11;2;21;6,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",11;2;21;6,11;6;21
h_h006638,H01,h006638,3;4;6,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",3;4;6,6;3;24
h_h006643,H01,h006643,2;28;4,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;28;4,2;22;26
h_h006645,H01,h006645,22;24;26;6,2023-09-23,2023-09-24,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;24;26;6,9;6;24
h_h006646,H01,h006646,1;21;22;3;6,2023-09-19,2023-09-20,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21;22;3;6,27;6;22
h_h006651,H01,h006651,1;11;21;22;28,2023-09-21,2023-09-22,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;11;21;22;28,11;28;22
h_h006653,H01,h006653,2;22;24;26,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;22;24;26,22;24;26
h_h006663,H01,h006663,11;2;22;26;4,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",11;2;22;26;4,2;26;22
h_h006665,H01,h006665,2;3;4;5;6,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;3;4;5;6,3;27;21
h_h006668,H01,h006668,4;6,2023-09-23,2023-09-24,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",4;6,6;22;27
h_h006669,H01,h006669,4;21;22;1,2023-09-15,2023-09-16,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",4;21;22;1,2;21;22
h_h006671,H01,h006671,5;22;26;1,2023-09-21,2023-09-22,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",5;22;26;1,5;22;26
h_h006676,H01,h006676,22;24;26;3;5,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",22;24;26;3;5,26;11;2
h_h006677,H01,h006677,4,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",4,1;4;3
h_h006678,H01,h006678,12;22;2,2023-09-18,2023-09-19,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",12;22;2,12;22;26
h_h006679,H01,h006679,1;4,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;4,1;4;24
h_h006680,H01,h006680,13;22;24;6,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",13;22;24;6,13;6;24
h_h006681,H01,h006681,2;22;26;4,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;22;26;4,2;22;26
h_h006682,H01,h006682,11;4;6,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",11;4;6,2;6;1
h_h006685,H01,h006685,2;26,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;26,22;26;24
h_h006689,H01,h006689,1;10;7,2023-09-20,2023-09-21,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;10;7,10;21;2
h_h006691,H01,h006691,1;22,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22,27;21;13
h_h006693,H01,h006693,1;22;24,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;24,24;22;3
h_h006694,H01,h006694,1;6;9,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;6;9,6;9;4
h_h006695,H01,h006695,21;22;24;26;27,2023-09-17,2023-09-18,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",21;22;24;26;27,21;26;27
h_h006697,H01,h006697,1;22;26;6,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;26;6,6;22;24
